;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 11;;;;;;;;;;;;0;463;1581;0;0;0;0;0;0;0;255;0;0;0;0;0;0;0;0;0;56;3;223;178;5;159;5;33;228;241;16;9;122;1;8;40;40;56;21;0;9;116;22;1352;229;463;255;190;0;0;0;0
Router 12;;;;;;;;;;;;;71;68;0;0;0;0;3;0;0;54;0;0;0;0;0;0;0;0;339;73;0;7;0;0;0;0;0;4;43;0;0;1;0;0;43;29;73;3;0;0;13;0;2;66;71;54;94;0;0;0;0
Router 13;;;;;;;;;;;;;;100;5;13;710;2369;1516;832;27;33;2176;943;62;67;2293;2093;158;4;36;141;0;13;0;0;0;0;0;48;22;0;0;0;0;0;12;0;0;28;0;0;15;1;0;12;16642;6;1;0;0;0;0
Router 14;;;;;;;;;;;;;;;15;78;185;971;1853;1271;18;21;1812;323;13;24;1953;1511;188;134;44;208;0;96;0;0;0;0;0;4;0;0;0;0;0;0;3;1;26;10;0;15;0;0;3142;10625;88;3;1;0;0;0;0
Router 15;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;3;2;0;0;0;14;6;18;4;3;1;6;5;1;7;0;0;1;68;5;12;3;5;0;5;0;0;0;0
Router 16;;;;;;;;;;;;;;;;;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;71;16;13;6;3;0;0;0;6;6;24;2;2;0;3;5;0;65;17;0;2;0;0;2;66;13;10;0;0;0;0;0
Router 17;;;;;;;;;;;;;;;;;;0;0;0;0;242;0;0;0;0;0;0;0;0;0;669;0;485;10;36;15;0;14;134;111;127;23;13;0;33;860;172;669;3;0;11;10;7;61;124;710;242;116;0;0;0;0
Router 18;;;;;;;;;;;;;;;;;;;0;0;0;184;0;0;0;0;0;0;0;0;0;1512;5;297;7;18;171;0;22;177;274;24;40;6;51;13;88;527;1512;20;0;105;210;41;358;613;2349;184;380;0;0;0;0
Router 19;;;;;;;;;;;;;;;;;;;;0;0;760;2;0;0;0;0;0;0;0;0;680;4;146;3;5;0;4;173;233;146;7;17;1;1;46;113;1956;679;5;0;169;49;7;25;1828;1516;760;777;0;0;0;0
Router 20;;;;;;;;;;;;;;;;;;;;;0;444;0;0;0;0;0;0;0;0;0;290;0;84;24;1;0;0;3;148;224;97;32;0;0;17;131;1098;287;0;1;122;21;1;52;1219;832;444;755;0;0;0;0
Router 21;;;;;;;;;;;;;;;;;;;;;;199;0;0;0;0;0;0;0;0;0;0;0;0;1;0;57;0;1;32;16;0;0;0;39;2;1;0;0;0;0;0;3;2;4;14;27;0;0;0;0;0;0
Router 22;;;;;;;;;;;;;;;;;;;;;;;506;7;6;46;536;459;63;1;50;70;0;0;1;0;57;0;1;32;16;2;0;896;39;2;1;0;0;0;0;0;3;2;4;14;27;6255;0;0;0;0;0
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2610;0;0;0;0;0;0;0;429;20;434;185;23;73;11;113;380;434;422;104;48;121;57;2149;827;429;2;1;113;65;127;555;1257;2176;506;509;0;0;0;0
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;184;1;97;103;5;9;3;8;64;113;287;1;15;107;18;88;32;184;2;1;1;17;2;211;112;941;7;181;0;0;0;0
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;10;1;0;0;0;0;0;0;13;62;6;5;0;0;0;0
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;4;0;0;0;1;0;0;0;8;5;35;1;0;0;0;1;0;4;0;0;0;0;0;0;24;67;46;8;0;0;0;0
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;7858;1301;218;0;713;17;261;783;6;16;0;280;115;183;496;25;2;19;15;680;983;713;1;2;120;44;0;34;1919;2293;536;611;0;0;0;0
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;599;15;225;769;0;0;0;275;95;129;480;20;1;9;1;230;426;599;0;2;63;19;0;18;1493;2093;459;437;0;0;0;0
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;0;33;3;4;0;0;2;14;21;9;1;0;0;0;441;60;80;0;0;57;20;0;12;176;158;63;147;0;0;0;0
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;0;11;0;0;0;2;4;5;5;2;1;10;14;6;12;2;0;0;0;0;0;0;134;4;1;3;0;0;0;0
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;0;1;0;0;0;0;0;4;21;0;0;1;0;0;2;27;69;0;0;0;2;0;2;42;36;50;82;0;0;0;0
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;80;332;3;0;0;0;10;3;1;0;0;0;51;35;42;5583;6;0;14;2;0;4;178;141;70;90;0;0;0;0
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
