;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4933,000;0,000;0,000;104,000;0,000;0,000;0,000;0,000;0,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;50,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;396,000;0,000;793,000;0,000;0,000;0,000;0,000;0,000;94,000;81,000;0,000;569,000;25,000;0,000;127,000;0,000;146,000;12,000;11,000;20,000;0,000;113,000;6,000;3,000;28,000;14,000;88,000;394,000;216,000;178,000;32,000;14,000;21,000;13,000;26,000;69,000;85,000;61,000;20,000;2,000;214,000;16,000;231,000;0,000;1,000;86,000;9,000;0,000;0,000;1,000;35,000;0,000;0,000;20,000;4,000;32,000;42,000;13,000;477,000;17,000;41,000;1088,000;3,000;892,000;59,000;35,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1251,000;1133,000;1893,000;1483,000;210,000;421,000;0,000;306,000;6151,000;13,000;4,000;45,000;18,000;0,000;14,000;172,000;2,000;3,000;64,000;14,000;71,000;807,000;1094,000;1693,000;1206,000;2104,000;1179,000;816,000;14,000;1285,000;0,000;9753,000;1419,000;669,000;384,000;182,000;0,000;167,000;172,000;0,000;4040,000;27,000;1071,000;2561,000;2,000;2057,000;12,000;92,000;21,000;78,000;127,000;302,000;3,000;28,000;14,000;88,000;394,000;216,000;178,000;32,000;14,000;21,000;13,000;26,000;307,000;85,000;61,000;20,000;2,000;214,000;16,000;231,000;0,000;1,000;86,000;9,000;0,000;0,000;1,000;35,000;0,000;0,000;39,000;4,000;32,000;42,000;13,000;9725,000;29,000;41,000;14144,000;316,000;927,000;59,000;35,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;0,000;257,000;0,000;0,000;0,000;0,000;0,000;143,000;0,000;0,000;0,000;0,000;0,000;0,000;143,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2494,000;0,000;3681,000;0,000;0,000;0,000;0,000;0,000;522,000;51,000;1,000;3954,000;15,000;1,000;1076,000;0,000;460,000;0,000;206,000;70,000;0,000;111,000;0,000;10,000;10,000;885,000;1486,000;1219,000;1642,000;1323,000;244,000;31,000;126,000;23,000;112,000;117,000;21,000;23,000;28,000;73,000;1294,000;0,000;2,000;1,000;0,000;154,000;1,000;6,000;4,000;0,000;20,000;0,000;323,000;328,000;2,000;3,000;87,000;39,000;184,000;181,000;288,000;490,000;81,000;833,000;178,000;21,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3286,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;23,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;792,000;0,000;254,000;0,000;0,000;0,000;0,000;0,000;89,000;12,000;0,000;155,000;0,000;109,000;109,000;0,000;1164,000;1,000;9,000;0,000;0,000;38,000;0,000;0,000;47,000;23,000;69,000;54,000;156,000;44,000;59,000;15,000;23,000;33,000;10,000;1,000;10,000;2,000;10,000;0,000;45,000;0,000;2,000;2,000;0,000;315,000;3,000;1,000;3,000;0,000;113,000;0,000;0,000;67,000;0,000;38,000;70,000;120,000;289,000;128,000;389,000;844,000;18,000;24,000;89,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1346,000;28,000;61,000;0,000;2120,000;222,000;0,000;0,000;0,000;0,000;0,000;0,000;32,000;12,000;0,000;1,000;27,000;12,000;34,000;0,000;67,000;43,000;12,000;39,000;325,000;3,000;3894,000;0,000;1879,000;87,000;54,000;122,000;0,000;0,000;947,000;1205,000;0,000;251,000;2,000;1871,000;963,000;39,000;4666,000;96,000;926,000;0,000;90,000;371,000;149,000;0,000;49,000;27,000;98,000;149,000;341,000;95,000;110,000;15,000;30,000;35,000;10,000;4,000;20,000;445,000;560,000;1,000;635,000;0,000;1466,000;2,000;0,000;531,000;4,000;2,000;3,000;0,000;194,000;0,000;3,000;98,000;0,000;49,000;100,000;144,000;696,000;249,000;411,000;1093,000;157,000;512,000;944,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;409,000;0,000;0,000;0,000;0,000;0,000;0,000;437,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5742,000;0,000;7326,000;0,000;0,000;0,000;0,000;0,000;1607,000;423,000;0,000;1127,000;186,000;0,000;418,000;0,000;543,000;0,000;380,000;273,000;0,000;1579,000;0,000;45,000;374,000;187,000;399,000;899,000;1029,000;285,000;181,000;39,000;212,000;48,000;667,000;125,000;714,000;275,000;148,000;92,000;463,000;0,000;34,000;0,000;0,000;119,000;0,000;0,000;0,000;0,000;9,000;0,000;317,000;249,000;39,000;131,000;68,000;37,000;380,000;49,000;465,000;1103,000;100,000;63,000;1229,000;61,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;21,000;0,000;0,000;0,000;0,000;0,000;0,000;21,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;95,000;0,000;124,000;0,000;0,000;0,000;0,000;0,000;38,000;0,000;0,000;147,000;0,000;0,000;1,000;0,000;2,000;13,000;15,000;0,000;0,000;42,000;0,000;2,000;1,000;6,000;49,000;66,000;38,000;35,000;16,000;7,000;20,000;16,000;42,000;0,000;0,000;0,000;0,000;0,000;9,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;7,000;1,000;8,000;20,000;8,000;31,000;1,000;3,000;177,000;3,000;8,000;38,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;26,000;0,000;454,000;0,000;0,000;0,000;0,000;0,000;11,000;28,000;8,000;61,000;2,000;0,000;9,000;0,000;40,000;6,000;1,000;0,000;0,000;12,000;0,000;1,000;178,000;0,000;74,000;58,000;4,000;65,000;12,000;6,000;4,000;3,000;0,000;0,000;0,000;0,000;28,000;1,000;35,000;0,000;11,000;1,000;1,000;70,000;0,000;6,000;0,000;0,000;1,000;0,000;3,000;17,000;0,000;2,000;35,000;1,000;151,000;57,000;8,000;230,000;12,000;15,000;8,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;188,000;0,000;100,000;0,000;0,000;0,000;0,000;0,000;112,000;14,000;0,000;14,000;0,000;6,000;6,000;0,000;405,000;0,000;2,000;0,000;0,000;1,000;0,000;0,000;0,000;2,000;14,000;79,000;76,000;3,000;0,000;0,000;4,000;1,000;0,000;2,000;0,000;0,000;14,000;0,000;16,000;0,000;913,000;0,000;0,000;91,000;1,000;1,000;0,000;0,000;10,000;0,000;0,000;31,000;0,000;0,000;12,000;0,000;306,000;19,000;0,000;99,000;99,000;319,000;112,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;91,000;76,000;88,000;131,000;5,000;84,000;290,000;101,000;73,000;91,000;153,000;304,000;3680,000;2013,000;5479,000;4189,000;379,000;368,000;169,000;3,000;1915,000;0,000;2154,000;409,000;177,000;34,000;0,000;2,000;1113,000;134,000;0,000;1791,000;53,000;16,000;1061,000;0,000;363,000;29,000;28,000;37,000;0,000;345,000;5,000;0,000;49,000;192,000;365,000;429,000;303,000;447,000;190,000;22,000;199,000;139,000;360,000;131,000;23,000;31,000;102,000;1,000;1077,000;2,000;2014,000;6,000;0,000;2622,000;4,000;31,000;0,000;0,000;172,000;0,000;11,000;777,000;35,000;50,000;1556,000;242,000;1628,000;292,000;207,000;3980,000;186,000;2272,000;1089,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;36,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;33,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;3,000;3,000;4,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,000;0,000;0,000;12,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,000;1,000;0,000;3,000;0,000;12,000;33,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;41,000;0,000;2,000;0,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,000;9,000;0,000;0,000;0,000;4,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;9,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;9,000;0,000;0,000;6,000;0,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;11,000;0,000;0,000;0,000;0,000;10,000;1,000;0,000;35,000;0,000;0,000;9,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;8,000;0,000;48,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;13,000;0,000;0,000;13,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;46,000;2,000;5,000;17,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,000;0,000;1,000;0,000;0,000;12,000;0,000;1,000;5,000;1,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,000;0,000;0,000;15,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;24,000;0,000;10,000;0,000;0,000;12,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;12,000;1,000;0,000;2,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,000;0,000;0,000;2,000;6,000;3,000;0,000;38,000;1,000;12,000;5,000;9,000;0,000;1,000;0,000;154,000;26,000;87,000;2,000;0,000;0,000;1,000;1,000;0,000;2,000;317,000;0,000;116,000;0,000;1,000;0,000;3,000;0,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;597,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2,000;0,000;1,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;0,000;107,000;0,000;0,000;0,000;34,000;3,000;0,000;88,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;20,000;0,000;14,000;0,000;0,000;0,000;0,000;0,000;5,000;7,000;0,000;14,000;5,000;0,000;0,000;0,000;3,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;11,000;3,000;6,000;0,000;2,000;0,000;3,000;1,000;0,000;3,000;0,000;1,000;6,000;0,000;0,000;0,000;1,000;0,000;0,000;7,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;19,000;2,000;3,000;9,000;3,000;1,000;0,000;3,000;1,000;0,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;16,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;16,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;49,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
